target_id	length	eff_length	est_counts	tpm
ENST00000368069	4664	4524.2	3480.2	2111.86
ENST00000241704	4789	4649.2	5450.3	3218.44
ENST00000545284	879	739.198	9.53147	35.3999
ENST00000481522	578	438.198	7.18297	45.0024
ENST00000481040	578	438.198	5.11351	32.037
ENST00000541366	616	476.198	21.5847	124.44
ENST00000545266	574	434.198	28.0946	177.639
ENST00000523148	844	704.198	1.54442	6.02106
ENST00000318325	2134	1994.2	89.087	122.645
ENST00000370241	824	684.198	0	0
ENST00000370242	884	744.198	0	0
ENST00000476012	539	399.198	14.43	99.2385
ENST00000448244	727	587.198	0	0
ENST00000299179	747	607.198	244.351	1104.81
ENST00000342071	894	754.198	101.73	370.311
ENST00000370236	866	726.198	240.737	910.104
ENST00000493646	897	757.198	98.1174	355.746
ENST00000318364	1010	870.198	2571.56	8113
ENST00000477279	903	763.198	99.8007	359.004
ENST00000370234	798	658.198	0	0
ENST00000487059	810	670.198	128.643	526.971
ENST00000301886	2392	2252.2	9240.34	11263.8
ENST00000377244	1939	1799.2	23.5284	35.9019
ENST00000529673	573	433.198	14.4245	91.4149
ENST00000534637	704	564.198	0	0
ENST00000524831	627	487.198	0	0
ENST00000352068	771	631.198	5.96777	25.9567
ENST00000526702	4713	4573.2	4222.54	2534.87
ENST00000525648	312	174.714	0	0
ENST00000524482	2065	1925.2	129.56	184.756
ENST00000528529	752	612.198	45.0784	202.153
ENST00000534078	518	378.236	9.45303	68.6137
ENST00000526319	1906	1766.2	1512.9	2351.65
ENST00000526171	501	361.236	0	0
ENST00000279242	2019	1879.2	7271.66	10623.4
ENST00000531705	489	349.307	1.28902	10.131
ENST00000533943	688	548.198	5.784	28.9663
ENST00000532671	2526	2386.2	104.709	120.47
ENST00000310614	1536	1396.2	873.312	1717.22
ENST00000508278	1560	1420.2	11588.5	22401.8
ENST00000540162	1004	864.198	464.704	1476.27
ENST00000544140	996	856.198	8.99526	28.8431
ENST00000544819	742	602.198	1.61302	7.35367
ENST00000497094	531	391.198	1509.09	10590.6
ENST00000411840	1197	1057.2	0	0
ENST00000535277	598	458.198	17.6888	105.986
ENST00000398483	1058	918.198	0	0
ENST00000542303	661	521.198	2.308	12.1573
ENST00000537007	287	150.983	1.09939	19.9905
ENST00000543058	699	559.198	0	0
ENST00000543374	463	323.34	3.98681	33.8509
ENST00000314282	1922	1782.2	6204.73	9558.06
ENST00000556539	3278	3138.2	13411.8	11733
ENST00000314128	3259	3119.2	92.9364	81.7986
ENST00000557235	3073	2933.2	0	0
