target_id	length	eff_length	est_counts	tpm
ENST00000368069	4664	4527.35	4692.63	1378.66
ENST00000241704	4789	4652.35	23856.2	6820.47
ENST00000545284	879	742.35	116.291	208.364
ENST00000481522	578	441.423	22.561	67.9812
ENST00000481040	578	441.423	4.09312	12.3335
ENST00000541366	616	479.423	35.904	99.6114
ENST00000545266	574	437.423	78.3068	238.113
ENST00000523148	844	707.423	13.0423	24.5222
ENST00000318325	2134	1997.35	167.942	111.838
ENST00000370241	824	687.423	0	0
ENST00000370242	884	747.35	13.494	24.016
ENST00000476012	539	402.423	14.3189	47.3275
ENST00000448244	727	590.423	74.7955	168.499
ENST00000299179	747	610.423	508.662	1108.37
ENST00000342071	894	757.35	317.622	557.826
ENST00000370236	866	729.423	248.071	452.358
ENST00000493646	897	760.35	152.75	267.211
ENST00000318364	1010	873.35	1923.24	2929.07
ENST00000477279	903	766.35	71.8673	124.735
ENST00000370234	798	661.423	54.9205	110.444
ENST00000487059	810	673.423	106.279	209.915
ENST00000301886	2392	2255.35	10710.2	6316.37
ENST00000377244	1939	1802.35	63.2132	46.6502
ENST00000529673	573	436.423	7.1356	21.7474
ENST00000534637	704	567.423	0	0
ENST00000524831	627	490.423	6.82024	18.4976
ENST00000352068	771	634.423	10.3483	21.6958
ENST00000526702	4713	4576.35	10874.2	3160.54
ENST00000525648	312	177.34	0	0
ENST00000524482	2065	1928.35	114.773	79.166
ENST00000528529	752	615.423	1051.38	2272.32
ENST00000534078	518	381.46	11.4707	39.9968
ENST00000526319	1906	1769.35	9926.23	7462.01
ENST00000526171	501	364.497	0	0
ENST00000279242	2019	1882.35	5703.31	4030.06
ENST00000531705	489	352.531	0	0
ENST00000533943	688	551.423	5.23444	12.6261
ENST00000532671	2526	2389.35	107.986	60.1135
ENST00000310614	1536	1399.35	1679.31	1596.21
ENST00000508278	1560	1423.35	27857.6	26032.6
ENST00000540162	1004	867.35	1053.15	1615.03
ENST00000544140	996	859.35	18.9496	29.3303
ENST00000544819	742	605.423	0	0
ENST00000497094	531	394.423	2446.63	8250.73
ENST00000411840	1197	1060.35	2.83188	3.55231
ENST00000535277	598	461.423	30.9045	89.0858
ENST00000398483	1058	921.35	7.26011	10.481
ENST00000542303	661	524.423	7.6713	19.4569
ENST00000537007	287	153.545	3.1726	27.483
ENST00000543058	699	562.423	4.18231	9.89096
ENST00000543374	463	326.531	15.3372	62.4751
ENST00000314282	1922	1785.35	14443.4	10760.4
ENST00000556539	3278	3141.35	23404.9	9910.05
ENST00000314128	3259	3122.35	237.208	101.049
ENST00000557235	3073	2936.35	0	0
ENST00000555488	536	399.423	48.2728	160.751
ENST00000557199	662	525.423	59.3754	150.308
ENST00000418572	1548	1411.35	1702.74	1604.72
ENST00000555519	588	451.423	37.4529	110.354
ENST00000557252	717	580.423	2064.44	4730.89
ENST00000556140	1454	1317.35	226.663	228.857
ENST00000557156	539	402.423	32.776	108.333
ENST00000557417	1063	926.35	9.50814	13.6523
ENST00000555646	603	466.423	179.924	513.092
ENST00000542687	604	467.423	5	14.2281
ENST00000549982	15582	15445.3	119902	10325.6
ENST00000552217	920	783.35	3.88172	6.59104
ENST00000552326	567	430.423	0	0
ENST00000393128	1983	1846.35	0	0
ENST00000547098	701	564.423	50.4465	118.881
ENST00000358678	2105	1968.35	10.514	7.10479
ENST00000551396	725	588.423	19.2198	43.4455
