target_id	length	eff_length	est_counts	tpm
ENST00000368069	4664	4536.61	5431.44	1707.89
ENST00000241704	4789	4661.61	20085.7	6146.51
ENST00000545284	879	751.608	66.4351	126.091
ENST00000481522	578	450.608	28.2579	89.4576
ENST00000481040	578	450.608	12.4235	39.3298
ENST00000541366	616	488.608	18.5076	54.0339
ENST00000545266	574	446.608	56.1998	179.508
ENST00000523148	844	716.608	6.90769	13.7508
ENST00000318325	2134	2006.61	342.66	243.6
ENST00000370241	824	696.608	0	0
ENST00000370242	884	756.608	32.4133	61.1122
ENST00000476012	539	411.608	34.2249	118.614
ENST00000448244	727	599.608	14.7679	35.134
ENST00000299179	747	619.608	179.102	412.345
ENST00000342071	894	766.608	98.8281	183.901
ENST00000370236	866	738.608	305.03	589.122
ENST00000493646	897	769.608	168.548	312.414
ENST00000318364	1010	882.608	1929.16	3118.01
ENST00000477279	903	775.608	34.7325	63.8809
ENST00000370234	798	670.608	0	0
ENST00000487059	810	682.608	176.621	369.103
ENST00000301886	2392	2264.61	11802.4	7434.55
ENST00000377244	1939	1811.61	16.1641	12.7281
ENST00000529673	573	445.608	9.76286	31.2536
ENST00000534637	704	576.608	1.15715	2.86276
ENST00000524831	627	499.608	1.16907	3.338
ENST00000352068	771	643.608	3.53132	7.82694
ENST00000526702	4713	4585.61	11065.2	3442.22
ENST00000525648	312	185.277	1.17974	9.08325
ENST00000524482	2065	1937.61	210.585	155.038
ENST00000528529	752	624.608	503.744	1150.48
ENST00000534078	518	390.608	11.6967	42.7167
ENST00000526319	1906	1778.61	10583.8	8488.65
ENST00000526171	501	373.608	1.12914	4.31131
ENST00000279242	2019	1891.61	5162.09	3892.88
ENST00000531705	489	361.608	2.23062	8.79961
ENST00000533943	688	560.608	6.60935	16.8181
ENST00000532671	2526	2398.61	109.22	64.9561
ENST00000310614	1536	1408.61	1666.51	1687.69
ENST00000508278	1560	1432.61	23187.8	23089.2
ENST00000540162	1004	876.608	999.364	1626.28
ENST00000544140	996	868.608	28.9056	47.4717
ENST00000544819	742	614.608	0	0
ENST00000497094	531	403.608	2047.77	7237.65
ENST00000411840	1197	1069.61	2.80841	3.74552
ENST00000535277	598	470.608	20.1171	60.9793
ENST00000398483	1058	930.608	0	0
ENST00000542303	661	533.608	5.50895	14.7273
ENST00000537007	287	160.801	0	0
ENST00000543058	699	571.608	10.473	26.1366
ENST00000543374	463	335.608	2.26611	9.63218
ENST00000314282	1922	1794.61	13345.5	10608.2
ENST00000556539	3278	3150.61	23031.9	10428.3
ENST00000314128	3259	3131.61	128.345	58.4639
ENST00000557235	3073	2945.61	0	0
ENST00000555488	536	408.608	20.8964	72.9528
ENST00000557199	662	534.608	64.4659	172.017
ENST00000418572	1548	1420.61	1592.87	1599.5
ENST00000555519	588	460.608	34.4868	106.807
ENST00000557252	717	589.608	2435.19	5891.76
ENST00000556140	1454	1326.61	727.867	782.683
ENST00000557156	539	411.608	72.9691	252.89
ENST00000557417	1063	935.608	15.3396	23.3882
ENST00000555646	603	475.608	101.268	303.74
ENST00000542687	604	476.608	2	5.98612
ENST00000549982	15582	15454.6	108826	10045
ENST00000552217	920	792.608	0	0
ENST00000552326	567	439.608	0	0
ENST00000393128	1983	1855.61	0	0
ENST00000547098	701	573.608	45.2514	112.537
ENST00000358678	2105	1977.61	4.85072	3.49899
ENST00000551396	725	597.608	6.62129	15.8053
ENST00000549561	775	647.608	1.25304	2.76013
ENST00000548545	692	564.608	128.838	325.518
ENST00000552938	999	871.608	140.329	229.669
ENST00000442352	665	537.608	2.72536	7.23161
ENST00000497722	448	320.608	28.2973	125.906
ENST00000635251	2285	2157.61	547.408	361.922
ENST00000471658	1647	1519.61	848.73	796.736
ENST00000492741	1709	1581.61	810.116	730.676
ENST00000635562	422	294.668	4.79197	23.1983
ENST00000338910	2407	2279.61	1099.93	688.307
ENST00000619300	2013	1885.61	1605	1214.23
ENST00000427943	866	738.608	0	0
ENST00000455130	225	101.626	0	0
ENST00000380121	2807	2679.61	13.2566	7.05726
ENST00000357505	2917	2789.61	24.4479	12.5018
ENST00000399396	2872	2744.61	16.7051	8.6825
ENST00000503296	2315	2187.61	6.594	4.29987
ENST00000504114	2513	2385.61	0	0
ENST00000509076	3060	2932.61	6413.69	3119.83
ENST00000446957	2071	1943.61	0	0
ENST00000505213	2343	2215.61	28.727	18.4958
ENST00000473025	273	147.176	11.3145	109.666
ENST00000629393	4890	4762.61	1569	469.953
ENST00000267068	9427	9299.61	44073.1	6760.6
ENST00000503814	5317	5189.61	55295.5	15199.6
ENST00000511143	816	688.608	61.3216	127.033
ENST00000475731	444	316.608	1.55984	7.02805
ENST00000512755	1273	1145.61	602.584	750.34
ENST00000483088	716	588.608	28.6722	69.4883
ENST00000605569	1105	977.608	3209	4682.54
ENST00000381346	2588	2460.61	2851.02	1652.85
ENST00000553384	1926	1798.61	183.772	145.753
ENST00000553578	4035	3907.61	200.739	73.2819
ENST00000428130	1064	936.608	0	0
ENST00000554731	888	760.608	4.25456	7.9794
