target_id	length	eff_length	est_counts	tpm
ENST00000368069	4664	4525.56	2871.62	1716.36
ENST00000241704	4789	4650.56	7079.51	4117.67
ENST00000545284	879	740.563	38.3628	140.121
ENST00000481522	578	439.563	10.8031	66.4784
ENST00000481040	578	439.563	3.06773	18.8778
ENST00000541366	616	477.563	26.4105	149.589
ENST00000545266	574	435.606	31.2197	193.86
ENST00000523148	844	705.563	2.84705	10.9147
ENST00000318325	2134	1995.56	76.6552	103.903
ENST00000370241	824	685.563	0	0
ENST00000370242	884	745.563	14.5338	52.7288
ENST00000476012	539	400.606	36.8081	248.53
ENST00000448244	727	588.563	6.42434	29.5249
ENST00000299179	747	608.563	87.3765	388.367
ENST00000342071	894	755.563	30.008	107.429
ENST00000370236	866	727.563	215.536	801.313
ENST00000493646	897	758.563	463.033	1651.1
ENST00000318364	1010	871.563	1716.06	5325.83
ENST00000477279	903	764.563	120.351	425.786
ENST00000370234	798	659.563	0	0
ENST00000487059	810	671.563	89.3667	359.95
ENST00000301886	2392	2253.56	7758.91	9312.9
ENST00000377244	1939	1800.56	17.4571	26.2251
ENST00000529673	573	434.606	6.96719	43.3627
ENST00000534637	704	565.563	0	0
ENST00000524831	627	488.563	2.24571	12.4333
ENST00000352068	771	632.563	9.26277	39.6087
ENST00000526702	4713	4574.56	4308.06	2547.34
ENST00000525648	312	175.271	0	0
ENST00000524482	2065	1926.56	140.335	197.031
ENST00000528529	752	613.563	107.809	475.282
ENST00000534078	518	379.683	8.27868	58.9785
ENST00000526319	1906	1767.56	3794.16	5806.24
ENST00000526171	501	362.72	0	0
ENST00000279242	2019	1880.56	4204.49	6047.55
ENST00000531705	489	350.72	0	0
ENST00000533943	688	549.563	1.36289	6.70808
ENST00000532671	2526	2387.56	75.2974	85.3058
ENST00000310614	1536	1397.56	972.15	1881.55
ENST00000508278	1560	1421.56	12793.5	24343.2
ENST00000540162	1004	865.563	503.601	1573.77
ENST00000544140	996	857.563	11.4599	36.1466
ENST00000544819	742	603.563	3.84557	17.2342
ENST00000497094	531	392.645	1061.05	7309.55
ENST00000411840	1197	1058.56	1.81346	4.63387
ENST00000535277	598	459.563	32.9728	194.073
ENST00000398483	1058	919.563	0	0
ENST00000542303	661	522.563	16.604	85.9464
ENST00000537007	287	151.279	5.57395	99.6638
ENST00000543058	699	560.563	3.49169	16.8486
ENST00000543374	463	324.72	18.8576	157.083
ENST00000314282	1922	1783.56	5958.8	9037
ENST00000556539	3278	3139.56	11857.8	10216.2
ENST00000314128	3259	3120.56	10.3605	8.98055
ENST00000557235	3073	2934.56	0	0
ENST00000555488	536	397.645	6.43935	43.8026
ENST00000557199	662	523.563	31.7419	163.99
ENST00000418572	1548	1409.56	283.453	543.94
ENST00000555519	588	449.563	8.83226	53.1417
ENST00000557252	717	578.563	938.749	4388.87
ENST00000556140	1454	1315.56	96.7159	198.857
ENST00000557156	539	400.606	8.38898	56.6429
ENST00000557417	1063	924.563	14.1135	41.2907
